UserId,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,UserSegment
61067,84,54,231,4,5,5,14,Champions
61161,417,82,397,3,5,5,13,Loyal Users
61376,120,50,145,4,5,4,13,Champions
61815,469,15,68,3,3,4,10,Loyal Users
62517,133,30,142,4,4,4,12,Champions
62550,392,26,125,3,4,4,11,Loyal Users
62912,2108,16,52,1,3,3,7,Casual Users
63089,1530,11,38,1,2,3,6,Lost
63150,228,8,25,3,2,2,7,Casual Users
63551,1542,8,10,1,2,1,4,Lost
63790,877,12,23,2,3,2,7,Casual Users
64053,1534,8,8,1,2,1,4,Lost
64331,1788,5,47,1,1,3,5,Lost
64539,27,12,50,5,3,3,11,Loyal Users
64774,15,25,85,5,4,4,13,Champions
64795,246,19,46,3,3,3,9,Loyal Users
64893,18,41,142,5,4,4,13,Champions
65021,7,37,299,5,4,5,14,Champions
65142,97,16,31,4,3,2,9,Loyal Users
65414,14,21,80,5,3,4,12,Loyal Users
52397,97,10,25,4,2,2,8,Promising
52400,0,42,156,5,4,5,14,Champions
52509,3096,6,8,1,1,1,3,Lost
52983,658,6,6,2,1,1,4,Lost
53341,770,30,111,2,4,4,10,At Risk
53473,302,34,163,3,4,5,12,Loyal Users
53882,815,6,12,2,1,1,4,Lost
53942,1401,5,36,1,1,3,5,Lost
54138,710,5,9,2,1,1,4,Lost
54160,21,34,105,5,4,4,13,Champions
54548,656,16,27,2,3,2,7,Casual Users
55003,1520,7,19,1,2,2,5,Lost
55405,82,23,89,4,4,4,12,Champions
55630,125,9,29,4,2,2,8,Promising
55651,1099,10,13,2,2,1,5,Lost
55908,107,49,128,4,5,4,13,Champions
55957,564,39,57,2,4,3,9,At Risk
56190,541,8,43,2,2,3,7,Lost
56199,124,15,57,4,3,3,10,Loyal Users
56819,720,22,40,2,4,3,9,At Risk
56923,236,5,8,3,1,1,5,Casual Users
57057,56,139,569,5,5,5,15,Champions
57416,164,9,57,4,2,3,9,Promising
57732,1768,9,12,1,2,1,4,Lost
57767,306,18,51,3,3,3,9,Loyal Users
57856,3938,12,21,1,3,2,6,Casual Users
57996,2443,13,14,1,3,1,5,Casual Users
58051,39,11,30,5,2,2,9,Promising
58653,245,35,87,3,4,4,11,Loyal Users
59135,125,14,22,4,3,2,9,Loyal Users
59490,143,11,18,4,2,2,8,Promising
59530,26,32,58,5,4,3,12,Loyal Users
60199,104,7,31,4,2,2,8,Promising
60411,27,9,64,5,2,4,11,Promising
60602,267,37,95,3,4,4,11,Loyal Users
61170,251,35,45,3,4,3,10,Loyal Users
61634,96,102,236,4,5,5,14,Champions
62026,286,7,22,3,2,2,7,Casual Users
62120,2030,6,7,1,1,1,3,Lost
62486,1516,13,95,1,3,4,8,Casual Users
62933,102,74,329,4,5,5,14,Champions
63075,30,63,88,5,5,4,14,Champions
63193,784,12,60,2,3,3,8,Casual Users
63261,86,11,15,4,2,1,7,Promising
63268,120,208,405,4,5,5,14,Champions
63452,422,6,42,3,1,3,7,Casual Users
63486,144,13,14,4,3,1,8,Loyal Users
63774,1139,16,40,2,3,3,8,Casual Users
63787,2524,13,32,1,3,3,7,Casual Users
64014,5268,12,12,1,3,1,5,Casual Users
64204,543,10,11,2,2,1,5,Lost
64751,221,18,105,3,3,4,10,Loyal Users
65262,1397,19,29,1,3,2,6,Casual Users
65311,2406,8,14,1,2,1,4,Lost
52500,121,7,17,4,2,2,8,Promising
52745,247,17,24,3,3,2,8,Loyal Users
53020,1788,18,31,1,3,2,6,Casual Users
53553,5,43,129,5,4,4,13,Champions
53759,87,55,91,4,5,4,13,Champions
53814,29,27,69,5,4,4,13,Champions
53831,1826,5,5,1,1,1,3,Lost
54055,421,8,25,3,2,2,7,Casual Users
54358,364,58,88,3,5,4,12,Loyal Users
54847,283,16,119,3,3,4,10,Loyal Users
54922,246,5,24,3,1,2,6,Casual Users
55135,255,67,186,3,5,5,13,Loyal Users
55213,1466,5,10,1,1,1,3,Lost
55214,2,76,310,5,5,5,15,Champions
55412,1724,5,5,1,1,1,3,Lost
55784,550,17,71,2,3,4,9,Casual Users
55792,105,139,255,4,5,5,14,Champions
56236,15,25,35,5,4,3,12,Loyal Users
56262,1646,21,81,1,3,4,8,Casual Users
56415,112,20,53,4,3,3,10,Loyal Users
56613,127,13,15,4,3,1,8,Loyal Users
57003,67,66,366,5,5,5,15,Champions
57291,133,12,24,4,3,2,9,Loyal Users
57312,118,25,109,4,4,4,12,Champions
57444,1,126,670,5,5,5,15,Champions
57606,40,110,197,5,5,5,15,Champions
57906,413,32,71,3,4,4,11,Loyal Users
58403,59,54,142,5,5,4,14,Champions
58788,256,47,178,3,5,5,13,Loyal Users
59471,117,30,97,4,4,4,12,Champions
59947,145,145,249,4,5,5,14,Champions
59956,1054,8,9,2,2,1,5,Lost
60450,1070,107,197,2,5,5,12,At Risk
60451,91,25,100,4,4,4,12,Champions
60533,1,131,157,5,5,5,15,Champions
60599,554,13,26,2,3,2,7,Casual Users
60793,961,33,82,2,4,4,10,At Risk
60808,679,55,471,2,5,5,12,At Risk
60920,987,16,21,2,3,2,7,Casual Users
61122,1683,11,27,1,2,2,5,Lost
61257,2238,9,11,1,2,1,4,Lost
61478,1,48,93,5,5,4,14,Champions
61570,257,68,263,3,5,5,13,Loyal Users
61739,6,38,49,5,4,3,12,Loyal Users
61925,293,9,36,3,2,3,8,Casual Users
62587,434,47,69,3,5,4,12,Loyal Users
63136,992,30,124,2,4,4,10,At Risk
63525,2289,8,9,1,2,1,4,Lost
63626,2258,45,166,1,4,5,10,At Risk
63665,8,67,192,5,5,5,15,Champions
63797,119,32,178,4,4,5,13,Champions
63819,441,16,35,3,3,3,9,Loyal Users
63971,270,20,30,3,3,2,8,Loyal Users
63973,1659,9,31,1,2,2,5,Lost
64211,1539,6,10,1,1,1,3,Lost
64922,2460,6,10,1,1,1,3,Lost
65070,55,64,113,5,5,4,14,Champions
65072,243,57,144,3,5,4,12,Loyal Users
65278,3295,24,84,1,4,4,9,At Risk
52407,440,10,17,3,2,2,7,Casual Users
52426,84,15,20,4,3,2,9,Loyal Users
52432,722,7,14,2,2,1,5,Lost
52651,28,14,19,5,3,2,10,Loyal Users
52920,80,35,174,4,4,5,13,Champions
53165,107,16,23,4,3,2,9,Loyal Users
53249,1511,23,59,1,4,3,8,At Risk
53626,184,14,36,3,3,3,9,Loyal Users
53941,16,90,235,5,5,5,15,Champions
54365,676,6,15,2,1,1,4,Lost
54530,88,24,83,4,4,4,12,Champions
54568,703,29,79,2,4,4,10,At Risk
54919,110,51,245,4,5,5,14,Champions
54926,3132,10,14,1,2,1,4,Lost
54943,2139,7,16,1,2,2,5,Lost
54957,429,30,83,3,4,4,11,Loyal Users
55061,3934,11,43,1,2,3,6,Lost
55243,1795,5,36,1,1,3,5,Lost
55318,117,51,224,4,5,5,14,Champions
55328,1466,8,18,1,2,2,5,Lost
55442,721,8,24,2,2,2,6,Lost
55696,58,38,64,5,4,4,13,Champions
55901,138,50,417,4,5,5,14,Champions
56158,144,76,351,4,5,5,14,Champions
56302,872,8,18,2,2,2,6,Lost
56467,84,61,144,4,5,4,13,Champions
56790,1377,8,70,1,2,4,7,Lost
56853,52,109,900,5,5,5,15,Champions
56949,123,46,88,4,5,4,13,Champions
57036,139,13,16,4,3,2,9,Loyal Users
57940,4175,68,118,1,5,4,10,At Risk
58010,138,19,47,4,3,3,10,Loyal Users
58052,593,5,8,2,1,1,4,Lost
58122,6,21,84,5,3,4,12,Loyal Users
58219,242,8,11,3,2,1,6,Casual Users
58795,1800,19,49,1,3,3,7,Casual Users
58894,13,160,432,5,5,5,15,Champions
58931,1194,6,6,2,1,1,4,Lost
59240,1278,9,20,1,2,2,5,Lost
59296,3084,6,7,1,1,1,3,Lost
59297,181,8,11,3,2,1,6,Casual Users
59310,4,17,58,5,3,3,11,Loyal Users
59950,41,101,654,5,5,5,15,Champions
60099,412,10,29,3,2,2,7,Casual Users
60317,126,6,10,4,1,1,6,Promising
60855,525,13,90,2,3,4,9,Casual Users
61749,841,14,95,2,3,4,9,Casual Users
61750,3369,8,44,1,2,3,6,Lost
61946,136,5,12,4,1,1,6,Promising
62192,101,22,109,4,4,4,12,Champions
62258,9,28,103,5,4,4,13,Champions
62342,1179,10,31,2,2,2,6,Lost
62380,27,23,53,5,4,3,12,Loyal Users
62534,146,11,23,4,2,2,8,Promising
62949,438,6,10,3,1,1,5,Casual Users
63064,8,34,64,5,4,4,13,Champions
63284,325,7,12,3,2,1,6,Casual Users
63336,88,27,161,4,4,5,13,Champions
63339,268,90,356,3,5,5,13,Loyal Users
63429,89,89,150,4,5,5,14,Champions
63445,619,23,104,2,4,4,10,At Risk
63488,189,22,29,3,4,2,9,Loyal Users
63928,71,12,15,4,3,1,8,Loyal Users
64059,2453,10,23,1,2,2,5,Lost
64176,450,7,25,3,2,2,7,Casual Users
64208,109,54,89,4,5,4,13,Champions
64233,1846,9,24,1,2,2,5,Lost
64380,1131,6,11,2,1,1,4,Lost
64440,152,9,27,4,2,2,8,Promising
64533,1137,28,39,2,4,3,9,At Risk
64574,13,19,100,5,3,4,12,Loyal Users
64609,453,21,28,3,3,2,8,Loyal Users
64883,102,7,9,4,2,1,7,Promising
64894,217,77,172,3,5,5,13,Loyal Users
64974,26,5,13,5,1,1,7,Promising
65102,688,18,27,2,3,2,7,Casual Users
65395,71,41,155,4,4,5,13,Champions
52483,2092,9,23,1,2,2,5,Lost
52845,3657,10,18,1,2,2,5,Lost
52964,101,39,68,4,4,4,12,Champions
53388,117,14,104,4,3,4,11,Loyal Users
53571,3,35,97,5,4,4,13,Champions
53898,1092,12,39,2,3,3,8,Casual Users
54026,708,19,48,2,3,3,8,Casual Users
54082,536,36,88,2,4,4,10,At Risk
54509,1374,17,68,1,3,4,8,Casual Users
54640,4,51,83,5,5,4,14,Champions
54827,181,22,32,3,4,3,10,Loyal Users
54970,1266,5,15,1,1,1,3,Lost
55019,1731,11,15,1,2,1,4,Lost
55233,365,11,33,3,2,3,8,Casual Users
55343,714,6,11,2,1,1,4,Lost
55471,53,43,45,5,4,3,12,Loyal Users
56089,685,35,121,2,4,4,10,At Risk
56187,67,32,46,5,4,3,12,Loyal Users
56563,2860,10,15,1,2,1,4,Lost
56795,72,87,350,4,5,5,14,Champions
56861,832,29,46,2,4,3,9,At Risk
56977,859,15,53,2,3,3,8,Casual Users
57161,3413,20,48,1,3,3,7,Casual Users
57240,1296,17,27,1,3,2,6,Casual Users
57327,694,9,34,2,2,3,7,Lost
57909,98,22,88,4,4,4,12,Champions
57939,142,119,321,4,5,5,14,Champions
58031,486,5,6,2,1,1,4,Lost
58209,8,45,79,5,4,4,13,Champions
58347,32,40,258,5,4,5,14,Champions
58452,27,30,149,5,4,5,14,Champions
58475,22,39,190,5,4,5,14,Champions
58601,89,165,789,4,5,5,14,Champions
58863,1,47,117,5,5,4,14,Champions
59006,342,31,47,3,4,3,10,Loyal Users
59268,2510,13,49,1,3,3,7,Casual Users
59349,2435,5,22,1,1,2,4,Lost
59511,122,37,147,4,4,5,13,Champions
59537,130,41,117,4,4,4,12,Champions
59775,221,33,145,3,4,4,11,Loyal Users
59828,253,10,11,3,2,1,6,Casual Users
60032,127,14,19,4,3,2,9,Loyal Users
60121,248,17,23,3,3,2,8,Loyal Users
60129,2606,5,5,1,1,1,3,Lost
60193,565,14,87,2,3,4,9,Casual Users
60226,3078,6,21,1,1,2,4,Lost
60485,50,76,351,5,5,5,15,Champions
60488,1258,7,11,1,2,1,4,Lost
60609,1887,5,29,1,1,2,4,Lost
60614,105,59,536,4,5,5,14,Champions
60754,287,5,16,3,1,2,6,Casual Users
61006,280,83,234,3,5,5,13,Loyal Users
61306,478,23,35,2,4,3,9,At Risk
61560,835,18,48,2,3,3,8,Casual Users
61781,160,88,395,4,5,5,14,Champions
62178,12,90,222,5,5,5,15,Champions
62207,63,92,620,5,5,5,15,Champions
62273,672,7,11,2,2,1,5,Lost
62567,14,30,245,5,4,5,14,Champions
62579,710,12,15,2,3,1,6,Casual Users
62671,18,11,53,5,2,3,10,Promising
63005,104,14,162,4,3,5,12,Loyal Users
63109,37,7,8,5,2,1,8,Promising
63126,127,6,6,4,1,1,6,Promising
63267,427,17,82,3,3,4,10,Loyal Users
63821,492,39,68,2,4,4,10,At Risk
64295,1705,11,23,1,2,2,5,Lost
64576,16,59,85,5,5,4,14,Champions
64733,368,7,25,3,2,2,7,Casual Users
64749,246,119,253,3,5,5,13,Loyal Users
65209,12,88,472,5,5,5,15,Champions
65304,240,5,13,3,1,1,5,Casual Users
65306,192,27,54,3,4,3,10,Loyal Users
65309,2722,5,8,1,1,1,3,Lost
65320,264,10,18,3,2,2,7,Casual Users
65428,697,16,87,2,3,4,9,Casual Users
53134,1328,5,20,1,1,2,4,Lost
53187,231,11,17,3,2,2,7,Casual Users
53402,1717,7,21,1,2,2,5,Lost
54095,106,24,51,4,4,3,11,Loyal Users
54219,243,28,93,3,4,4,11,Loyal Users
54405,146,24,38,4,4,3,11,Loyal Users
54474,449,19,109,3,3,4,10,Loyal Users
54600,191,31,45,3,4,3,10,Loyal Users
54655,236,13,129,3,3,4,10,Loyal Users
54760,273,11,15,3,2,1,6,Casual Users
55506,68,19,55,5,3,3,11,Loyal Users
55724,13,48,68,5,5,4,14,Champions
55822,848,5,16,2,1,2,5,Lost
55875,1261,6,15,1,1,1,3,Lost
56450,2676,11,26,1,2,2,5,Lost
56488,2593,5,17,1,1,2,4,Lost
57016,417,12,15,3,3,1,7,Loyal Users
57294,148,7,15,4,2,1,7,Promising
57428,2667,7,26,1,2,2,5,Lost
57651,411,10,12,3,2,1,6,Casual Users
57740,7,150,492,5,5,5,15,Champions
57986,409,18,28,3,3,2,8,Loyal Users
58146,107,15,33,4,3,3,10,Loyal Users
58661,141,23,57,4,4,3,11,Loyal Users
59068,110,23,36,4,4,3,11,Loyal Users
59491,709,11,29,2,2,2,6,Lost
59534,391,13,81,3,3,4,10,Loyal Users
59602,696,10,41,2,2,3,7,Lost
59807,1401,5,7,1,1,1,3,Lost
60159,2133,7,7,1,2,1,4,Lost
60435,544,24,41,2,4,3,9,At Risk
60439,287,6,31,3,1,2,6,Casual Users
60613,271,16,35,3,3,3,9,Loyal Users
60674,5,25,65,5,4,4,13,Champions
60819,637,7,13,2,2,1,5,Lost
61228,1193,11,34,2,2,3,7,Lost
61417,14,7,34,5,2,3,10,Promising
61480,575,6,19,2,1,2,5,Lost
61520,4290,20,20,1,3,2,6,Casual Users
61606,1059,29,37,2,4,3,9,At Risk
61710,132,29,133,4,4,4,12,Champions
62050,4,23,103,5,4,4,13,Champions
62661,119,35,134,4,4,4,12,Champions
62676,76,6,12,4,1,1,6,Promising
62763,15,31,67,5,4,4,13,Champions
62883,808,17,30,2,3,2,7,Casual Users
63167,1256,23,69,2,4,4,10,At Risk
63307,1972,11,122,1,2,4,7,Lost
63372,3009,12,20,1,3,2,6,Casual Users
63516,7,29,54,5,4,3,12,Loyal Users
63775,160,61,232,4,5,5,14,Champions
63847,324,39,81,3,4,4,11,Loyal Users
64334,477,12,51,2,3,3,8,Casual Users
64613,81,83,391,4,5,5,14,Champions
64910,227,48,89,3,5,4,12,Loyal Users
65053,4867,22,28,1,4,2,7,At Risk
52377,1005,26,78,2,4,4,10,At Risk
52532,7,78,124,5,5,4,14,Champions
52579,38,24,53,5,4,3,12,Loyal Users
52686,1046,21,47,2,3,3,8,Casual Users
52907,2131,5,21,1,1,2,4,Lost
52949,2812,7,14,1,2,1,4,Lost
53188,2511,15,25,1,3,2,6,Casual Users
53265,2434,8,18,1,2,2,5,Lost
53401,229,65,167,3,5,5,13,Loyal Users
53514,315,5,7,3,1,1,5,Casual Users
54538,143,63,160,4,5,5,14,Champions
55047,122,8,8,4,2,1,7,Promising
55081,59,134,363,5,5,5,15,Champions
55504,105,49,62,4,5,3,12,Loyal Users
55719,713,17,27,2,3,2,7,Casual Users
55996,107,10,34,4,2,3,9,Promising
56068,15,66,210,5,5,5,15,Champions
56118,453,11,20,3,2,2,7,Casual Users
56194,327,17,68,3,3,4,10,Loyal Users
56649,13,20,64,5,3,4,12,Loyal Users
57002,865,6,63,2,1,4,7,Lost
57212,1415,8,10,1,2,1,4,Lost
57741,2774,6,6,1,1,1,3,Lost
58034,39,238,491,5,5,5,15,Champions
58258,182,17,41,3,3,3,9,Loyal Users
58843,132,16,34,4,3,3,10,Loyal Users
59322,44,102,298,5,5,5,15,Champions
59583,12,8,25,5,2,2,9,Promising
60162,106,20,103,4,3,4,11,Loyal Users
60746,542,9,53,2,2,3,7,Lost
60847,52,41,170,5,4,5,14,Champions
61325,227,84,122,3,5,4,12,Loyal Users
61538,4726,7,19,1,2,2,5,Lost
61613,724,14,84,2,3,4,9,Casual Users
61651,1520,29,43,1,4,3,8,At Risk
61738,152,9,16,4,2,2,8,Promising
61780,539,32,63,2,4,4,10,At Risk
61888,440,21,25,3,3,2,8,Loyal Users
61984,4034,5,5,1,1,1,3,Lost
62094,444,42,63,3,4,4,11,Loyal Users
62221,1801,8,68,1,2,4,7,Lost
62410,2415,5,10,1,1,1,3,Lost
62421,978,33,74,2,4,4,10,At Risk
62441,2471,8,12,1,2,1,4,Lost
62547,417,67,200,3,5,5,13,Loyal Users
62858,27,20,26,5,3,2,10,Loyal Users
63199,273,9,14,3,2,1,6,Casual Users
63353,30,8,13,5,2,1,8,Promising
63631,1627,8,11,1,2,1,4,Lost
63639,77,23,105,4,4,4,12,Champions
63685,3132,12,32,1,3,3,7,Casual Users
63729,191,7,7,3,2,1,6,Casual Users
63885,8,5,16,5,1,2,8,Promising
63997,0,36,42,5,4,3,12,Loyal Users
64087,1028,7,10,2,2,1,5,Lost
64260,6,92,247,5,5,5,15,Champions
64691,1165,9,15,2,2,1,5,Lost
64908,54,138,645,5,5,5,15,Champions
64979,568,10,10,2,2,1,5,Lost
65036,483,27,189,2,4,5,11,At Risk
65329,227,235,429,3,5,5,13,Loyal Users
65430,115,21,32,4,3,3,10,Loyal Users
52915,55,65,266,5,5,5,15,Champions
52948,108,67,302,4,5,5,14,Champions
53143,2074,17,52,1,3,3,7,Casual Users
53164,2010,6,17,1,1,2,4,Lost
53276,727,10,13,2,2,1,5,Lost
53278,612,23,45,2,4,3,9,At Risk
53674,133,38,57,4,4,3,11,Loyal Users
53832,260,33,98,3,4,4,11,Loyal Users
54079,670,5,14,2,1,1,4,Lost
54111,240,58,118,3,5,4,12,Loyal Users
54511,11,62,271,5,5,5,15,Champions
54604,307,39,113,3,4,4,11,Loyal Users
54727,1041,18,37,2,3,3,8,Casual Users
54732,3705,9,10,1,2,1,4,Lost
54972,1398,17,32,1,3,3,7,Casual Users
55036,902,6,8,2,1,1,4,Lost
55184,126,39,64,4,4,4,12,Champions
55446,111,45,73,4,4,4,12,Champions
55473,970,11,30,2,2,2,6,Lost
55620,135,13,76,4,3,4,11,Loyal Users
55761,125,8,11,4,2,1,7,Promising
56560,254,26,58,3,4,3,10,Loyal Users
57280,116,31,55,4,4,3,11,Loyal Users
57790,1,16,51,5,3,3,11,Loyal Users
57818,316,16,94,3,3,4,10,Loyal Users
57886,129,112,404,4,5,5,14,Champions
58974,597,6,30,2,1,2,5,Lost
59113,2535,5,7,1,1,1,3,Lost
59153,7,145,518,5,5,5,15,Champions
59203,108,12,119,4,3,4,11,Loyal Users
59211,12,130,612,5,5,5,15,Champions
59288,401,17,48,3,3,3,9,Loyal Users
59367,189,20,88,3,3,4,10,Loyal Users
59443,178,19,72,3,3,4,10,Loyal Users
60126,9,90,191,5,5,5,15,Champions
60133,1002,86,159,2,5,5,12,At Risk
60222,132,21,41,4,3,3,10,Loyal Users
60336,3237,9,17,1,2,2,5,Lost
60432,2544,5,6,1,1,1,3,Lost
60804,1057,6,25,2,1,2,5,Lost
60852,57,15,23,5,3,2,10,Loyal Users
61352,972,16,38,2,3,3,8,Casual Users
61419,55,21,149,5,3,5,13,Loyal Users
61890,22,43,198,5,4,5,14,Champions
61893,0,17,39,5,3,3,11,Loyal Users
62338,61,16,56,5,3,3,11,Loyal Users
62577,1042,5,19,2,1,2,5,Lost
62806,281,87,307,3,5,5,13,Loyal Users
62843,255,42,220,3,4,5,12,Loyal Users
62847,140,29,32,4,4,3,11,Loyal Users
62885,1402,9,14,1,2,1,4,Lost
62972,852,5,6,2,1,1,4,Lost
63596,136,53,153,4,5,5,14,Champions
63719,35,17,131,5,3,4,12,Loyal Users
63767,247,50,87,3,5,4,12,Loyal Users
64016,421,13,32,3,3,3,9,Loyal Users
64145,12,146,375,5,5,5,15,Champions
64636,455,14,16,3,3,2,8,Loyal Users
64665,65,54,108,5,5,4,14,Champions
64702,126,33,47,4,4,3,11,Loyal Users
64779,4413,18,58,1,3,3,7,Casual Users
64900,1702,9,21,1,2,2,5,Lost
64999,84,58,241,4,5,5,14,Champions
65035,3482,7,11,1,2,1,4,Lost
52501,26,227,452,5,5,5,15,Champions
52564,888,9,24,2,2,2,6,Lost
52830,397,5,10,3,1,1,5,Casual Users
53007,981,12,17,2,3,2,7,Casual Users
53091,878,23,34,2,4,3,9,At Risk
53152,439,17,68,3,3,4,10,Loyal Users
53194,259,91,164,3,5,5,13,Loyal Users
53306,3,52,124,5,5,4,14,Champions
53788,232,63,118,3,5,4,12,Loyal Users
53806,273,113,174,3,5,5,13,Loyal Users
53867,104,14,16,4,3,2,9,Loyal Users
54174,583,11,18,2,2,2,6,Lost
54475,224,7,32,3,2,3,8,Casual Users
54737,88,6,30,4,1,2,7,Promising
54933,717,30,120,2,4,4,10,At Risk
54954,849,7,10,2,2,1,5,Lost
55053,101,37,113,4,4,4,12,Champions
55227,22,92,175,5,5,5,15,Champions
55281,781,11,32,2,2,3,7,Lost
55316,633,34,48,2,4,3,9,At Risk
55527,1290,11,24,1,2,2,5,Lost
55998,335,8,14,3,2,1,6,Casual Users
56378,861,5,15,2,1,1,4,Lost
56389,3829,5,21,1,1,2,4,Lost
56690,1343,44,112,1,4,4,9,At Risk
56691,124,8,43,4,2,3,9,Promising
56747,173,41,120,3,4,4,11,Loyal Users
56968,419,7,11,3,2,1,6,Casual Users
57164,997,5,8,2,1,1,4,Lost
57515,110,89,282,4,5,5,14,Champions
57927,865,21,35,2,3,3,8,Casual Users
58902,132,38,76,4,4,4,12,Champions
59199,141,55,172,4,5,5,14,Champions
59266,2005,7,23,1,2,2,5,Lost
59308,439,6,26,3,1,2,6,Casual Users
59369,5581,5,9,1,1,1,3,Lost
59550,5113,6,6,1,1,1,3,Lost
59652,133,9,24,4,2,2,8,Promising
60080,525,10,19,2,2,2,6,Lost
60152,1656,6,22,1,1,2,4,Lost
60445,105,138,622,4,5,5,14,Champions
60722,327,13,27,3,3,2,8,Loyal Users
60799,157,8,23,4,2,2,8,Promising
61092,125,6,66,4,1,4,9,Promising
61180,127,47,138,4,5,4,13,Champions
61181,431,6,10,3,1,1,5,Casual Users
61966,113,46,72,4,5,4,13,Champions
62036,45,25,93,5,4,4,13,Champions
62087,8,117,198,5,5,5,15,Champions
62088,122,21,32,4,3,3,10,Loyal Users
62242,31,16,61,5,3,3,11,Loyal Users
62762,502,6,22,2,1,2,5,Lost
62844,118,33,152,4,4,5,13,Champions
62947,81,22,49,4,4,3,11,Loyal Users
62962,1491,15,36,1,3,3,7,Casual Users
63561,454,8,26,3,2,2,7,Casual Users
63758,1434,8,55,1,2,3,6,Lost
63923,213,10,22,3,2,2,7,Casual Users
64153,85,173,395,4,5,5,14,Champions
64314,1,127,299,5,5,5,15,Champions
64389,2103,5,12,1,1,1,3,Lost
64907,128,33,187,4,4,5,13,Champions
52451,534,5,6,2,1,1,4,Lost
52761,78,47,105,4,5,4,13,Champions
52839,4,89,553,5,5,5,15,Champions
52963,7,127,292,5,5,5,15,Champions
53067,260,26,66,3,4,4,11,Loyal Users
53436,2253,5,10,1,1,1,3,Lost
53844,2499,6,7,1,1,1,3,Lost
53855,408,5,21,3,1,2,6,Casual Users
54071,31,83,335,5,5,5,15,Champions
54314,1104,58,159,2,5,5,12,At Risk
54905,2240,5,11,1,1,1,3,Lost
55186,25,133,204,5,5,5,15,Champions
55291,94,23,27,4,4,2,10,Loyal Users
55917,604,24,53,2,4,3,9,At Risk
56014,0,116,324,5,5,5,15,Champions
56058,131,12,16,4,3,2,9,Loyal Users
56104,35,9,20,5,2,2,9,Promising
56169,1280,10,23,1,2,2,5,Lost
56326,1172,5,6,2,1,1,4,Lost
57255,282,28,58,3,4,3,10,Loyal Users
57403,1103,8,10,2,2,1,5,Lost
57499,242,52,88,3,5,4,12,Loyal Users
57541,95,5,24,4,1,2,7,Promising
57782,28,69,293,5,5,5,15,Champions
57872,126,6,49,4,1,3,8,Promising
57948,10,120,220,5,5,5,15,Champions
57990,12,111,208,5,5,5,15,Champions
58049,289,6,8,3,1,1,5,Casual Users
58116,233,27,52,3,4,3,10,Loyal Users
58195,65,60,378,5,5,5,15,Champions
58308,1163,26,88,2,4,4,10,At Risk
58447,124,64,247,4,5,5,14,Champions
58525,6,45,204,5,4,5,14,Champions
58551,140,17,47,4,3,3,10,Loyal Users
58727,2483,6,11,1,1,1,3,Lost
58791,203,7,8,3,2,1,6,Casual Users
59026,432,25,26,3,4,2,9,Loyal Users
59044,523,8,33,2,2,3,7,Lost
59489,419,25,47,3,4,3,10,Loyal Users
60188,341,42,51,3,4,3,10,Loyal Users
60267,1413,15,49,1,3,3,7,Casual Users
60368,1985,20,116,1,3,4,8,Casual Users
60399,2728,6,10,1,1,1,3,Lost
60531,51,51,216,5,5,5,15,Champions
60725,3231,6,22,1,1,2,4,Lost
60745,260,26,68,3,4,4,11,Loyal Users
60792,453,15,24,3,3,2,8,Loyal Users
61008,106,20,70,4,3,4,11,Loyal Users
61136,291,9,17,3,2,2,7,Casual Users
61233,3125,6,6,1,1,1,3,Lost
61438,1472,14,35,1,3,3,7,Casual Users
61935,95,111,240,4,5,5,14,Champions
62119,132,5,9,4,1,1,6,Promising
62442,11,97,194,5,5,5,15,Champions
62505,1996,15,41,1,3,3,7,Casual Users
62536,586,15,45,2,3,3,8,Casual Users
62553,7,86,121,5,5,4,14,Champions
62825,117,35,61,4,4,3,11,Loyal Users
62856,1,137,417,5,5,5,15,Champions
62904,266,16,33,3,3,3,9,Loyal Users
63173,694,58,137,2,5,4,11,At Risk
63184,27,80,448,5,5,5,15,Champions
63291,95,35,141,4,4,4,12,Champions
63313,741,26,50,2,4,3,9,At Risk
63321,174,21,91,3,3,4,10,Loyal Users
63378,158,38,57,4,4,3,11,Loyal Users
63402,357,18,87,3,3,4,10,Loyal Users
63709,1847,6,9,1,1,1,3,Lost
64224,571,48,148,2,5,5,12,At Risk
64323,690,50,236,2,5,5,12,At Risk
64509,109,24,70,4,4,4,12,Champions
64871,114,106,564,4,5,5,14,Champions
65052,21,22,122,5,4,4,13,Champions
65346,73,44,138,4,4,4,12,Champions
52364,129,19,98,4,3,4,11,Loyal Users
52540,2801,15,21,1,3,2,6,Casual Users
52552,1500,6,28,1,1,2,4,Lost
53070,139,64,254,4,5,5,14,Champions
53161,803,8,11,2,2,1,5,Lost
53204,1989,7,10,1,2,1,4,Lost
53347,122,86,179,4,5,5,14,Champions
53629,233,21,26,3,3,2,8,Loyal Users
53700,49,67,176,5,5,5,15,Champions
53866,6,13,26,5,3,2,10,Loyal Users
54037,38,9,15,5,2,1,8,Promising
54433,53,15,54,5,3,3,11,Loyal Users
54577,524,34,78,2,4,4,10,At Risk
54590,74,12,73,4,3,4,11,Loyal Users
54680,411,11,53,3,2,3,8,Casual Users
54931,762,8,10,2,2,1,5,Lost
55472,1154,7,11,2,2,1,5,Lost
55757,2123,18,47,1,3,3,7,Casual Users
55876,100,78,156,4,5,5,14,Champions
56003,4707,6,6,1,1,1,3,Lost
